panelist_id,age_band,region,category,months_on_glp1,pre_glp1_size,post_glp1_size
P03816,65+,West,womens_bottoms,15,M,XS
P03817,45-54,Southwest,womens_tops,6,XS,XS
P03818,35-44,Northeast,mens_tops,5,L,M
P03819,65+,Southwest,mens_bottoms,4,L,M
P03820,65+,Southwest,mens_bottoms,12,1X,XL
P03821,55-64,Southeast,mens_tops,23,1X,L
P03822,65+,Southwest,womens_dresses,23,2X,1X
P03823,55-64,Northeast,mens_bottoms,13,L,M
P03824,25-34,Midwest,mens_bottoms,21,L,M
P03825,55-64,Northeast,womens_dresses,12,S,XS
P03826,25-34,Midwest,mens_bottoms,20,XL,L
P03827,65+,Southwest,womens_tops,23,XL,L
P03828,55-64,Southwest,mens_tops,15,XL,M
P03829,25-34,Southwest,womens_tops,23,L,M
P03830,35-44,West,womens_dresses,8,1X,XL
P03831,55-64,Northeast,mens_bottoms,3,3X+,2X
P03832,25-34,Southwest,mens_bottoms,22,L,L
P03833,25-34,Southeast,mens_bottoms,10,3X+,3X+
P03834,35-44,Midwest,womens_tops,21,XL,M
P03835,55-64,Midwest,womens_bottoms,8,1X,XL
P03836,55-64,Southeast,womens_tops,20,L,XS
P03837,55-64,Midwest,womens_bottoms,24,L,S
P03838,35-44,Midwest,mens_bottoms,21,3X+,2X
P03839,65+,West,womens_tops,11,L,M
P03840,35-44,Southwest,mens_bottoms,13,L,S
P03841,65+,Northeast,womens_bottoms,23,1X,XL
P03842,25-34,Northeast,womens_bottoms,4,1X,L
P03843,45-54,Southeast,womens_tops,24,1X,XL
P03844,65+,Southeast,womens_tops,20,2X,XL
P03845,55-64,Southeast,womens_bottoms,7,L,S
P03846,65+,Southwest,womens_dresses,17,L,S
P03847,65+,Southwest,mens_tops,18,XL,L
P03848,35-44,Southwest,mens_tops,18,XL,L
P03849,25-34,Southwest,womens_tops,5,XL,M
P03850,35-44,Northeast,mens_bottoms,21,XL,M
P03851,45-54,Southwest,womens_tops,6,M,M
P03852,25-34,Southwest,mens_bottoms,15,L,M
P03853,45-54,Midwest,womens_tops,7,L,L
P03854,55-64,West,womens_bottoms,8,L,XS
P03855,45-54,West,womens_dresses,18,2X,1X
P03856,55-64,West,mens_bottoms,16,2X,XL
P03857,45-54,Midwest,womens_tops,5,XL,L
P03858,45-54,Midwest,womens_dresses,19,2X,XL
P03859,25-34,West,womens_tops,3,L,M
P03860,45-54,Southeast,womens_bottoms,21,1X,1X
P03861,65+,West,womens_tops,20,XL,L
P03862,55-64,West,womens_tops,23,XL,L
P03863,45-54,Northeast,mens_tops,22,L,L
P03864,45-54,Northeast,mens_tops,4,S,XS
P03865,65+,Southeast,womens_dresses,23,L,M
P03866,65+,Midwest,womens_tops,13,XL,XL
P03867,45-54,Midwest,womens_dresses,11,1X,1X
P03868,25-34,Northeast,womens_bottoms,4,2X,1X
P03869,35-44,Midwest,mens_bottoms,3,XL,L
P03870,65+,West,womens_dresses,8,L,XS
P03871,55-64,Southwest,mens_bottoms,20,1X,M
P03872,65+,West,mens_tops,11,S,XS
P03873,65+,West,womens_bottoms,3,3X+,3X+
P03874,65+,Southeast,womens_dresses,9,1X,1X
P03875,45-54,Southwest,womens_dresses,20,XL,L
P03876,55-64,Midwest,womens_tops,13,S,XS
P03877,25-34,West,mens_bottoms,9,1X,L
P03878,35-44,Southeast,mens_tops,20,2X,1X
P03879,65+,Southeast,mens_tops,7,2X,1X
P03880,35-44,Southeast,womens_bottoms,13,1X,1X
P03881,35-44,Southwest,womens_dresses,14,L,M
P03882,35-44,Midwest,womens_dresses,14,XL,M
P03883,55-64,Southeast,womens_bottoms,9,1X,1X
P03884,55-64,West,mens_bottoms,12,XL,L
P03885,55-64,Northeast,mens_bottoms,14,2X,XL
P03886,25-34,Northeast,mens_bottoms,10,2X,XL
P03887,45-54,Midwest,mens_tops,10,S,XS
P03888,65+,West,womens_bottoms,4,S,XS
P03889,35-44,Southeast,mens_bottoms,20,XL,M
P03890,65+,Northeast,mens_tops,14,1X,L
P03891,55-64,Midwest,mens_bottoms,22,L,M
P03892,55-64,West,womens_tops,22,M,S
P03893,45-54,Northeast,womens_dresses,8,2X,1X
P03894,45-54,Northeast,mens_bottoms,3,2X,1X
P03895,55-64,Southwest,mens_bottoms,13,2X,1X
P03896,45-54,West,womens_bottoms,19,1X,1X
P03897,35-44,Northeast,mens_bottoms,22,2X,1X
P03898,55-64,Midwest,mens_tops,21,L,S
P03899,45-54,West,womens_tops,7,3X+,3X+
P03900,55-64,West,womens_dresses,15,M,M
P03901,35-44,Midwest,mens_bottoms,9,1X,1X
P03902,55-64,Southeast,womens_bottoms,18,L,S
P03903,65+,Southwest,womens_tops,6,2X,1X
P03904,35-44,Northeast,mens_bottoms,24,XS,XS
P03905,65+,Midwest,mens_tops,20,L,L
P03906,25-34,Northeast,womens_bottoms,5,2X,2X
P03907,55-64,Southwest,mens_tops,5,XL,L
P03908,35-44,Northeast,womens_dresses,22,XL,L
P03909,25-34,Southwest,womens_bottoms,6,M,M
P03910,65+,Midwest,womens_tops,18,1X,L
P03911,35-44,Southwest,womens_tops,9,2X,L
P03912,55-64,Midwest,womens_bottoms,4,3X+,2X
P03913,65+,Midwest,mens_bottoms,15,XL,L
P03914,55-64,West,womens_dresses,13,3X+,XL
P03915,65+,Southwest,womens_tops,21,XL,XL
P03916,55-64,Midwest,mens_tops,9,2X,L
P03917,25-34,Northeast,womens_dresses,23,L,M
P03918,35-44,Northeast,womens_dresses,4,1X,XL
P03919,35-44,Southwest,womens_bottoms,19,XL,S
P03920,45-54,Northeast,womens_tops,17,1X,1X
P03921,65+,Midwest,mens_bottoms,8,1X,L
P03922,25-34,Southwest,mens_bottoms,11,XS,XS
P03923,55-64,Midwest,womens_bottoms,6,XL,M
P03924,55-64,Southwest,womens_dresses,4,1X,1X
P03925,55-64,Midwest,mens_tops,10,1X,XL
P03926,65+,Midwest,mens_tops,22,M,XS
P03927,35-44,West,mens_bottoms,4,XL,L
P03928,45-54,Southeast,womens_bottoms,16,XL,L
P03929,65+,Southeast,womens_dresses,23,M,M
P03930,35-44,West,mens_tops,9,L,S
P03931,25-34,West,mens_bottoms,5,3X+,3X+
P03932,65+,Southeast,mens_bottoms,5,2X,1X
P03933,35-44,Midwest,mens_bottoms,11,L,M
P03934,25-34,Midwest,womens_bottoms,14,3X+,1X
P03935,25-34,Southwest,womens_bottoms,7,1X,XL
P03936,25-34,Southeast,mens_bottoms,16,L,XS
P03937,45-54,Northeast,womens_bottoms,18,L,S
P03938,65+,Midwest,womens_tops,9,2X,2X
P03939,45-54,Southeast,womens_tops,18,L,M
P03940,55-64,Northeast,mens_tops,20,1X,XL
P03941,25-34,Southwest,womens_dresses,11,XL,L
P03942,65+,West,womens_dresses,12,XL,M
P03943,45-54,Southeast,womens_bottoms,23,S,XS
P03944,25-34,Midwest,womens_tops,13,M,M
P03945,45-54,Midwest,womens_bottoms,10,1X,L
P03946,55-64,Midwest,womens_bottoms,12,L,M
P03947,65+,Midwest,mens_tops,19,XL,M
P03948,65+,Midwest,womens_dresses,6,1X,L
P03949,55-64,Northeast,womens_tops,9,2X,1X
P03950,55-64,Southeast,mens_tops,18,XL,M
P03951,55-64,Southwest,mens_tops,3,2X,2X
P03952,35-44,Midwest,womens_tops,9,3X+,2X
P03953,25-34,Southeast,mens_tops,10,XL,XL
P03954,25-34,Southwest,mens_bottoms,11,L,S
P03955,25-34,West,womens_tops,24,3X+,3X+
P03956,35-44,Southwest,womens_dresses,4,S,XS
P03957,65+,Southeast,womens_tops,3,XL,M
P03958,35-44,Southeast,womens_dresses,19,2X,1X
P03959,65+,West,mens_bottoms,19,XL,XL
P03960,25-34,Northeast,mens_tops,24,XS,XS
P03961,65+,Southeast,womens_dresses,11,XL,M
P03962,45-54,West,mens_tops,6,XL,L
P03963,25-34,West,mens_tops,18,L,L
P03964,25-34,West,womens_bottoms,4,1X,1X
P03965,45-54,Northeast,mens_bottoms,9,XL,XL
P03966,65+,Northeast,womens_bottoms,21,XL,M
P03967,25-34,Southeast,mens_bottoms,19,L,S
P03968,55-64,Southwest,womens_dresses,24,L,M
P03969,35-44,Southeast,mens_tops,17,M,S
P03970,35-44,Southwest,womens_dresses,9,M,S
P03971,65+,Southwest,mens_tops,14,1X,L
P03972,35-44,Southwest,womens_tops,13,2X,2X
P03973,25-34,Southeast,mens_bottoms,24,1X,M
P03974,25-34,Southwest,womens_dresses,12,M,M
P03975,55-64,Southeast,womens_dresses,9,L,S
P03976,25-34,Midwest,womens_tops,3,M,M
P03977,55-64,Southwest,womens_tops,16,1X,XL
P03978,45-54,Midwest,womens_tops,11,M,S
P03979,45-54,Southwest,womens_bottoms,7,L,M
P03980,65+,Midwest,mens_bottoms,24,XL,L
P03981,35-44,Midwest,womens_dresses,12,2X,2X
P03982,65+,Southeast,womens_tops,20,L,L
P03983,45-54,Northeast,womens_dresses,5,L,S
P03984,45-54,Northeast,womens_bottoms,19,L,S
P03985,35-44,Northeast,mens_bottoms,12,XS,XS
P03986,35-44,Southwest,womens_dresses,22,M,XS
P03987,55-64,Northeast,womens_tops,4,M,XS
P03988,55-64,Northeast,womens_dresses,12,2X,2X
P03989,55-64,West,mens_bottoms,18,2X,XL
P03990,25-34,Southeast,womens_dresses,11,2X,1X
P03991,35-44,Southwest,mens_bottoms,12,XL,L
P03992,25-34,Northeast,womens_tops,19,XL,M
P03993,55-64,Southeast,womens_bottoms,20,XL,L
P03994,65+,West,mens_bottoms,7,XL,M
P03995,65+,West,mens_bottoms,3,XL,L
P03996,35-44,Northeast,womens_bottoms,21,3X+,1X
P03997,55-64,Southwest,womens_bottoms,4,L,M
P03998,45-54,Southwest,mens_tops,5,2X,2X
P03999,25-34,Southeast,womens_dresses,10,2X,2X
P04000,55-64,Southwest,womens_tops,15,M,S
P04001,35-44,Northeast,womens_dresses,16,L,M
P04002,25-34,Southwest,womens_bottoms,5,M,S
P04003,35-44,West,mens_bottoms,4,1X,1X
P04004,25-34,Northeast,womens_bottoms,16,2X,1X
P04005,65+,Southwest,womens_tops,8,2X,1X
P04006,55-64,Southwest,womens_dresses,9,XS,XS
P04007,35-44,Northeast,womens_bottoms,14,XL,M
P04008,35-44,Midwest,mens_tops,23,XL,M
P04009,35-44,Midwest,mens_bottoms,12,XL,XL
P04010,35-44,Southwest,womens_tops,10,XL,L
P04011,45-54,Midwest,womens_bottoms,16,L,L
P04012,45-54,Southeast,womens_dresses,13,XL,M
P04013,25-34,Northeast,womens_tops,9,L,XS
P04014,55-64,Southwest,mens_bottoms,23,L,M
P04015,65+,Midwest,mens_tops,4,XL,L
P04016,55-64,Midwest,mens_tops,5,2X,1X
P04017,35-44,Southeast,womens_tops,8,S,XS
P04018,35-44,Northeast,mens_bottoms,15,3X+,1X
P04019,45-54,Northeast,mens_tops,15,L,M
P04020,65+,Midwest,mens_bottoms,16,L,M
P04021,25-34,West,womens_tops,20,L,S
P04022,35-44,Midwest,womens_tops,17,M,XS
P04023,65+,West,womens_bottoms,18,L,S
P04024,35-44,Southeast,womens_dresses,24,XL,M
P04025,45-54,Northeast,womens_tops,8,1X,1X
P04026,45-54,Northeast,womens_tops,12,2X,2X
P04027,65+,Southwest,womens_dresses,8,M,M
P04028,55-64,Northeast,womens_bottoms,18,XL,XL
P04029,35-44,Southeast,womens_dresses,20,3X+,3X+
P04030,25-34,Midwest,mens_bottoms,3,XL,XL
P04031,45-54,Southwest,mens_bottoms,12,1X,1X
P04032,45-54,Northeast,mens_tops,20,XL,L
P04033,45-54,Southwest,mens_tops,20,L,XS
P04034,25-34,West,mens_bottoms,23,1X,XL
P04035,45-54,Southwest,womens_dresses,7,L,M
P04036,45-54,Southwest,mens_tops,9,L,M
P04037,35-44,Midwest,womens_tops,13,L,M
P04038,45-54,Southwest,womens_tops,19,1X,XL
P04039,55-64,West,mens_tops,13,2X,XL
P04040,45-54,West,womens_bottoms,10,S,S
P04041,55-64,Southwest,womens_dresses,10,1X,L
P04042,45-54,Midwest,womens_dresses,8,XL,M
P04043,25-34,Midwest,mens_bottoms,3,S,S
P04044,25-34,Midwest,womens_tops,4,M,S
P04045,65+,Northeast,womens_bottoms,16,XL,XL
P04046,35-44,Southeast,mens_tops,18,1X,XL
P04047,55-64,Northeast,mens_tops,22,3X+,3X+
P04048,25-34,Midwest,womens_dresses,8,3X+,1X
P04049,65+,West,womens_dresses,12,L,XS
P04050,65+,Southeast,mens_tops,5,XL,M
P04051,35-44,Northeast,womens_tops,16,1X,L
P04052,25-34,West,mens_tops,23,L,XS
P04053,45-54,Northeast,mens_tops,10,M,M
P04054,25-34,Northeast,mens_bottoms,22,2X,1X
P04055,35-44,Midwest,womens_dresses,11,1X,L
P04056,65+,Midwest,mens_tops,18,L,XS
P04057,25-34,Northeast,mens_bottoms,23,2X,XL
P04058,55-64,Southeast,womens_tops,3,XL,L
P04059,65+,Southwest,mens_tops,4,L,L
P04060,65+,Southeast,womens_bottoms,10,XL,M
P04061,55-64,West,mens_bottoms,18,1X,XL
P04062,45-54,Southwest,mens_bottoms,22,M,XS
P04063,55-64,Southwest,womens_dresses,21,L,M
P04064,35-44,Southwest,womens_dresses,7,XL,L
P04065,35-44,Midwest,womens_bottoms,14,L,L
P04066,65+,Northeast,mens_tops,14,1X,XL
P04067,45-54,Midwest,womens_dresses,4,1X,XL
P04068,35-44,Midwest,mens_tops,20,1X,XL
P04069,55-64,Southwest,mens_tops,18,1X,L
P04070,55-64,Midwest,mens_bottoms,3,1X,XL
P04071,65+,Midwest,mens_bottoms,21,2X,1X
P04072,45-54,Midwest,womens_bottoms,15,S,XS
P04073,35-44,Northeast,womens_bottoms,7,XL,S
P04074,25-34,Midwest,womens_dresses,15,L,S
P04075,65+,West,mens_bottoms,20,L,XS
P04076,25-34,Southwest,womens_bottoms,13,2X,1X
P04077,35-44,Midwest,womens_tops,4,M,S
P04078,45-54,Southeast,womens_bottoms,3,3X+,2X
P04079,55-64,Southeast,mens_bottoms,18,3X+,1X
P04080,55-64,West,mens_tops,15,L,S
P04081,45-54,West,womens_tops,3,3X+,2X
P04082,35-44,West,mens_bottoms,24,XS,XS
P04083,35-44,Southeast,womens_dresses,4,2X,XL
P04084,65+,Midwest,mens_tops,24,1X,L
P04085,45-54,West,mens_tops,18,M,XS
P04086,45-54,West,womens_dresses,18,XL,S
P04087,25-34,West,womens_bottoms,3,1X,1X
P04088,25-34,Midwest,mens_bottoms,12,M,M
P04089,55-64,Northeast,womens_dresses,3,M,M
P04090,65+,Southeast,mens_bottoms,7,L,M
P04091,25-34,Southwest,mens_bottoms,23,L,S
P04092,65+,West,womens_bottoms,8,1X,XL
P04093,55-64,Southeast,womens_bottoms,20,L,M
P04094,65+,Southwest,womens_tops,19,L,M
P04095,55-64,West,mens_tops,6,1X,M
P04096,55-64,Southeast,womens_bottoms,5,XL,M
P04097,55-64,Northeast,womens_tops,19,XL,L
P04098,35-44,Southwest,womens_bottoms,20,1X,M
P04099,35-44,Southeast,mens_tops,20,XL,S
P04100,65+,Southwest,mens_bottoms,13,1X,XL
P04101,35-44,Southwest,womens_tops,24,2X,XL
P04102,65+,Northeast,womens_dresses,24,2X,XL
P04103,35-44,West,womens_dresses,14,2X,2X
P04104,45-54,Southeast,womens_dresses,14,1X,M
P04105,25-34,Southwest,womens_bottoms,15,XL,L
P04106,65+,West,womens_dresses,16,L,L
P04107,45-54,Southwest,mens_tops,9,3X+,2X
P04108,35-44,Southeast,mens_bottoms,22,3X+,1X
P04109,55-64,Southeast,mens_bottoms,18,M,S
P04110,55-64,Northeast,mens_bottoms,6,M,M
P04111,65+,Southwest,womens_dresses,11,XL,L
P04112,45-54,Midwest,mens_tops,20,L,M
P04113,45-54,Midwest,womens_dresses,14,XL,L
P04114,55-64,Southeast,womens_tops,8,1X,L
P04115,25-34,Northeast,womens_bottoms,13,XL,XL
P04116,45-54,Midwest,mens_bottoms,6,XL,XL
P04117,65+,Southeast,womens_bottoms,18,L,L
P04118,25-34,Southeast,mens_tops,6,XL,M
P04119,25-34,West,mens_bottoms,23,XL,M
P04120,55-64,Southeast,mens_bottoms,24,2X,2X
P04121,45-54,Southwest,womens_dresses,17,XL,M
P04122,55-64,Southeast,mens_tops,9,1X,XL
P04123,25-34,West,womens_bottoms,23,XL,M
P04124,55-64,Midwest,mens_tops,5,XL,M
P04125,25-34,Northeast,mens_bottoms,23,L,S
P04126,35-44,Southwest,womens_tops,5,L,XS
P04127,45-54,Southeast,womens_dresses,11,XL,L
P04128,45-54,Southwest,womens_tops,23,L,S
P04129,65+,Midwest,womens_bottoms,4,M,S
P04130,65+,West,womens_bottoms,23,XL,M
P04131,55-64,Midwest,mens_tops,11,3X+,3X+
P04132,55-64,Southeast,mens_bottoms,21,S,XS
P04133,25-34,West,womens_bottoms,18,XL,L
P04134,45-54,Southwest,womens_tops,18,M,XS
P04135,35-44,Southeast,womens_dresses,24,1X,XL
P04136,45-54,Northeast,womens_bottoms,11,XL,L
P04137,55-64,West,mens_tops,11,XL,L
P04138,35-44,Southeast,mens_tops,18,1X,XL
P04139,65+,Northeast,womens_tops,24,L,M
P04140,65+,Southwest,womens_dresses,8,1X,1X
P04141,55-64,Southwest,womens_tops,3,2X,L
P04142,25-34,Northeast,womens_tops,23,3X+,1X
P04143,55-64,Southeast,mens_bottoms,8,XL,L
P04144,55-64,Southwest,womens_bottoms,8,1X,XL
P04145,45-54,Northeast,womens_dresses,10,3X+,2X
P04146,55-64,West,mens_tops,20,XL,M
P04147,25-34,Northeast,womens_dresses,5,L,L
P04148,55-64,Northeast,womens_dresses,11,L,S
P04149,45-54,Northeast,womens_tops,6,XL,M
P04150,25-34,Northeast,womens_tops,5,XL,S
P04151,25-34,West,womens_dresses,19,XL,XL
P04152,35-44,Southeast,womens_bottoms,13,M,S
P04153,55-64,West,womens_tops,16,L,M
P04154,35-44,Southwest,womens_bottoms,20,L,S
P04155,45-54,Southeast,mens_tops,24,S,XS
P04156,25-34,Midwest,womens_bottoms,12,S,XS
P04157,55-64,Southeast,womens_dresses,7,M,XS
P04158,55-64,Southwest,mens_bottoms,16,1X,XL
P04159,25-34,Southeast,mens_bottoms,16,2X,XL
P04160,25-34,Midwest,womens_tops,9,L,S
P04161,65+,Southeast,mens_bottoms,13,1X,XL
P04162,45-54,Northeast,womens_dresses,12,M,S
P04163,45-54,Midwest,womens_bottoms,19,XS,XS
P04164,45-54,Southeast,womens_bottoms,13,M,M
P04165,55-64,West,womens_dresses,15,3X+,1X
P04166,65+,Northeast,womens_tops,16,L,S
P04167,25-34,Southeast,womens_tops,3,XL,M
P04168,45-54,Northeast,womens_bottoms,11,L,XS
P04169,45-54,Southeast,womens_tops,16,1X,1X
P04170,55-64,Midwest,womens_dresses,8,L,L
P04171,65+,West,mens_tops,9,1X,XL
P04172,25-34,Southeast,womens_dresses,16,L,M
P04173,25-34,Midwest,womens_tops,5,XL,XL
P04174,45-54,Midwest,mens_bottoms,4,XL,M
P04175,65+,Southeast,womens_bottoms,19,1X,L
P04176,65+,Southeast,womens_bottoms,22,L,XS
P04177,45-54,West,womens_tops,17,XL,S
P04178,25-34,Southwest,mens_tops,10,L,S
P04179,25-34,Southwest,womens_dresses,5,M,S
P04180,45-54,Northeast,womens_tops,14,S,XS
P04181,25-34,Northeast,womens_tops,16,M,S
P04182,35-44,Southeast,mens_bottoms,6,XL,XL
P04183,35-44,Midwest,womens_tops,24,L,S
P04184,65+,Northeast,womens_bottoms,10,XL,S
P04185,45-54,Southwest,womens_bottoms,21,M,XS
P04186,25-34,Midwest,womens_bottoms,18,S,XS
P04187,55-64,Southeast,mens_tops,5,2X,2X
P04188,35-44,Midwest,womens_bottoms,15,1X,XL
P04189,35-44,Southeast,womens_bottoms,6,2X,2X
P04190,35-44,Midwest,womens_tops,18,XL,L
P04191,55-64,Midwest,mens_bottoms,9,M,XS
P04192,45-54,Southwest,womens_bottoms,6,XL,XL
P04193,35-44,Northeast,womens_bottoms,12,3X+,3X+
P04194,25-34,Southwest,womens_bottoms,19,XL,M
P04195,45-54,Midwest,womens_bottoms,9,M,XS
P04196,35-44,Southeast,womens_tops,13,XL,XL
P04197,65+,Southwest,mens_bottoms,5,L,L
P04198,65+,Southeast,mens_bottoms,16,2X,XL
P04199,55-64,Southeast,mens_bottoms,20,XL,M
P04200,55-64,Midwest,mens_tops,16,1X,L
P04201,65+,Midwest,womens_tops,17,XL,L
P04202,65+,Northeast,womens_dresses,6,XL,XL
P04203,55-64,Northeast,mens_tops,8,XL,L
P04204,55-64,Midwest,womens_dresses,18,XL,L
P04205,35-44,Midwest,womens_dresses,14,1X,L
P04206,55-64,Midwest,mens_bottoms,21,3X+,1X
P04207,55-64,Midwest,womens_tops,18,M,M
P04208,35-44,West,mens_tops,3,L,M
P04209,45-54,Northeast,mens_tops,17,L,M
P04210,25-34,Northeast,womens_tops,20,1X,L
P04211,65+,West,womens_bottoms,9,3X+,3X+
P04212,25-34,West,mens_bottoms,9,M,XS
P04213,65+,West,womens_tops,3,L,S
P04214,25-34,Southeast,mens_tops,20,XS,XS
P04215,65+,Southeast,mens_tops,11,1X,XL
P04216,65+,Northeast,mens_tops,14,L,XS
P04217,45-54,Southwest,womens_dresses,16,M,M
P04218,55-64,Southwest,womens_bottoms,3,XL,XL
P04219,65+,Southwest,womens_dresses,9,XL,L
P04220,65+,Midwest,womens_bottoms,21,1X,XL
P04221,55-64,Southwest,mens_tops,9,2X,1X
P04222,55-64,Northeast,womens_dresses,3,M,M
P04223,45-54,Southwest,womens_tops,6,1X,XL
P04224,55-64,Southwest,mens_bottoms,5,XL,L
P04225,35-44,Northeast,mens_bottoms,19,2X,1X
P04226,45-54,Northeast,womens_tops,14,2X,2X
P04227,55-64,Midwest,mens_tops,22,1X,L
P04228,35-44,Northeast,womens_bottoms,21,1X,M
P04229,55-64,Northeast,mens_tops,24,1X,XL
P04230,35-44,Southeast,mens_bottoms,24,M,S
P04231,35-44,Northeast,womens_bottoms,12,S,S
P04232,35-44,Southeast,womens_tops,13,L,L
P04233,35-44,West,womens_tops,14,1X,L
P04234,25-34,Midwest,womens_bottoms,14,3X+,XL
P04235,45-54,Northeast,womens_bottoms,8,L,S
P04236,25-34,Southwest,mens_tops,15,2X,1X
P04237,55-64,Midwest,womens_bottoms,20,S,XS
P04238,65+,Southeast,mens_bottoms,21,XL,XL
P04239,35-44,West,womens_dresses,6,2X,1X
P04240,25-34,Northeast,womens_dresses,21,2X,2X
P04241,45-54,West,womens_bottoms,15,L,L
P04242,25-34,Midwest,mens_tops,11,1X,1X
P04243,35-44,Northeast,womens_dresses,6,XL,L
P04244,65+,Southeast,womens_bottoms,20,L,S
P04245,35-44,Northeast,womens_tops,12,2X,1X
P04246,45-54,Midwest,mens_tops,5,XL,XL
P04247,35-44,Southeast,womens_tops,15,M,XS
P04248,25-34,Southeast,womens_bottoms,13,S,XS
P04249,35-44,Midwest,womens_tops,7,M,S
P04250,45-54,West,mens_tops,17,L,M
P04251,65+,West,mens_tops,11,3X+,2X
P04252,25-34,West,mens_tops,10,XS,XS
P04253,65+,Southwest,womens_tops,23,L,XS
P04254,35-44,Southeast,mens_bottoms,18,2X,1X
P04255,45-54,Northeast,mens_bottoms,24,1X,L
P04256,65+,Southeast,womens_bottoms,24,L,S
P04257,45-54,Southwest,womens_bottoms,11,3X+,1X
P04258,55-64,Southwest,mens_tops,12,L,S
P04259,65+,West,mens_tops,5,L,L
P04260,45-54,Northeast,womens_tops,10,XL,L
P04261,25-34,Southeast,womens_tops,4,L,M
P04262,65+,Midwest,womens_tops,11,1X,L
P04263,35-44,Midwest,womens_dresses,13,L,M
P04264,35-44,Midwest,mens_tops,24,L,S
P04265,45-54,West,womens_bottoms,14,XL,M
P04266,35-44,West,womens_bottoms,16,1X,L
P04267,55-64,Northeast,womens_bottoms,5,XL,M
P04268,55-64,West,mens_tops,11,XL,S
P04269,25-34,Southwest,womens_tops,10,1X,XL
P04270,65+,Northeast,womens_bottoms,18,XL,M
P04271,35-44,Northeast,womens_bottoms,16,XL,L
P04272,25-34,West,womens_bottoms,13,XL,M
P04273,45-54,Southwest,mens_bottoms,16,XL,XL
P04274,35-44,Southwest,womens_bottoms,24,L,XS
P04275,25-34,West,womens_dresses,8,L,M
P04276,25-34,Southwest,womens_tops,8,1X,XL
P04277,25-34,Southeast,mens_tops,7,1X,L
P04278,45-54,Northeast,womens_dresses,8,2X,1X
P04279,55-64,West,womens_tops,20,XL,L
P04280,45-54,Southeast,womens_dresses,6,M,XS
P04281,45-54,Southeast,womens_dresses,4,L,L
P04282,55-64,Southwest,womens_bottoms,10,L,M
P04283,65+,West,mens_tops,12,L,S
P04284,55-64,Southeast,womens_bottoms,19,3X+,2X
P04285,25-34,Southwest,mens_tops,8,XL,S
P04286,55-64,West,womens_bottoms,18,L,S
P04287,25-34,West,mens_tops,18,3X+,2X
P04288,25-34,Southwest,womens_tops,15,L,M
P04289,25-34,Northeast,mens_tops,3,L,M
P04290,55-64,Southwest,mens_bottoms,7,2X,XL
P04291,55-64,West,mens_tops,20,3X+,2X
P04292,55-64,West,womens_tops,23,S,XS
P04293,45-54,West,mens_tops,13,M,S
P04294,45-54,Midwest,mens_tops,5,1X,1X
P04295,65+,West,mens_tops,14,L,S
P04296,25-34,Southwest,womens_dresses,4,L,M
P04297,45-54,West,mens_tops,13,S,XS
P04298,65+,Southwest,womens_tops,17,L,L
P04299,35-44,West,mens_tops,4,1X,XL
P04300,45-54,Southeast,womens_dresses,12,XL,M
P04301,55-64,West,womens_bottoms,19,L,S
P04302,45-54,Northeast,womens_bottoms,21,XL,M
P04303,65+,West,womens_dresses,7,2X,2X
P04304,25-34,Midwest,mens_bottoms,16,1X,1X
P04305,55-64,Northeast,womens_dresses,23,1X,L
P04306,35-44,West,mens_bottoms,3,XS,XS
P04307,65+,Southeast,mens_tops,14,1X,1X
P04308,55-64,Southeast,womens_dresses,19,XL,M
P04309,25-34,Southeast,womens_bottoms,23,L,S
P04310,65+,Midwest,womens_tops,11,M,S
P04311,25-34,Southeast,womens_dresses,11,1X,XL
P04312,35-44,Southeast,womens_bottoms,6,L,L
P04313,45-54,Southeast,womens_tops,3,1X,XL
P04314,65+,Northeast,womens_tops,15,XL,L
P04315,55-64,Northeast,womens_dresses,9,L,M
P04316,65+,Northeast,womens_dresses,13,XS,XS
P04317,45-54,West,womens_tops,13,S,XS
P04318,45-54,Northeast,mens_tops,22,L,M
P04319,35-44,West,mens_tops,7,2X,1X
P04320,65+,Southwest,mens_bottoms,14,L,S
P04321,55-64,Southeast,womens_dresses,13,M,S
P04322,35-44,West,womens_dresses,10,XL,M
P04323,25-34,West,mens_bottoms,17,M,S
P04324,65+,Midwest,womens_tops,6,1X,1X
P04325,35-44,Southeast,womens_tops,15,M,S
P04326,25-34,Midwest,mens_tops,24,2X,XL
P04327,65+,Southwest,womens_dresses,9,1X,L
P04328,45-54,Northeast,womens_bottoms,10,XL,XL
P04329,55-64,West,mens_tops,12,2X,XL
P04330,35-44,Midwest,womens_bottoms,5,1X,L
P04331,65+,Midwest,mens_bottoms,5,2X,2X
P04332,65+,Midwest,mens_bottoms,21,2X,2X
P04333,55-64,Southwest,womens_dresses,8,XL,M
P04334,25-34,Southeast,womens_bottoms,6,1X,XL
P04335,35-44,Southwest,mens_bottoms,15,1X,L
P04336,55-64,West,womens_tops,16,L,M
P04337,65+,Southwest,womens_dresses,24,M,XS
P04338,35-44,Midwest,mens_bottoms,21,3X+,XL
P04339,65+,West,womens_bottoms,7,2X,1X
P04340,65+,West,womens_bottoms,24,1X,XL
P04341,55-64,Southwest,mens_bottoms,18,L,M
P04342,45-54,Southeast,mens_tops,4,L,L
P04343,65+,West,womens_tops,4,XL,XL
